"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"402","14.746845815","8e:81:44:a0:eb:1c","IPv4mcast_fb","802.11","218","-54dBm","5785MHz","6","Data, SN=2988, FN=0, Flags=.pm...F.C"
"403","14.747189806","8e:81:44:a0:eb:1c","IPv6mcast_fb","802.11","238","-54dBm","5785MHz","6","Data, SN=2989, FN=0, Flags=.p....F.C"
"404","14.848411037","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2990, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"407","14.950804056","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2992, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"409","15.053204741","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2994, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"411","15.155581758","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=2996, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"417","15.257966011","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2999, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"419","15.258743553","8e:81:44:a0:eb:1c","IPv4mcast_02","802.11","110","-55dBm","5785MHz","6","Data, SN=3001, FN=0, Flags=.pm...F.C"
"420","15.258910983","8e:81:44:a0:eb:1c","IPv4mcast_fb","802.11","110","-55dBm","5785MHz","6","Data, SN=3002, FN=0, Flags=.p....F.C"
"421","15.360406758","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3003, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"424","15.462809219","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3005, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"427","15.565220087","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=3007, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"429","15.667632996","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=3009, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"435","15.770061248","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3013, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"437","15.770946110","8e:81:44:a0:eb:1c","IPv4mcast_fb","802.11","218","-54dBm","5785MHz","6","Data, SN=3015, FN=0, Flags=.pm...F.C"
"438","15.771283691","8e:81:44:a0:eb:1c","IPv6mcast_fb","802.11","238","-54dBm","5785MHz","6","Data, SN=3016, FN=0, Flags=.p....F.C"
"442","15.854722277","e8:48:b8:da:df:46","Dyson_76:e4:be","802.11","556","-56dBm","5785MHz","6","Probe Response, SN=3017, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"443","15.872458062","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=3018, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"446","15.975063572","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=3020, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"450","16.077351856","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3022, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"454","16.179812219","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=3024, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"458","16.282045602","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=3026, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"460","16.384433760","e8:48:b8:da:df:46","Broadcast","802.11","452","-50dBm","5785MHz","6","Beacon frame, SN=3028, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"462","16.486852563","e8:48:b8:da:df:46","Broadcast","802.11","452","-52dBm","5785MHz","6","Beacon frame, SN=3030, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"464","16.589256314","e8:48:b8:da:df:46","Broadcast","802.11","452","-49dBm","5785MHz","6","Beacon frame, SN=3032, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"466","16.691651138","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3034, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"468","16.794057809","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3036, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"472","16.896461271","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3038, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"475","16.998851644","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3040, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"479","17.101244862","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3042, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"482","17.203655262","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3044, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"484","17.306065364","e8:48:b8:da:df:46","Broadcast","802.11","452","-59dBm","5785MHz","6","Beacon frame, SN=3046, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"486","17.408454512","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=3048, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"489","17.510873572","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=3050, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"491","17.613254398","e8:48:b8:da:df:46","Broadcast","802.11","452","-49dBm","5785MHz","6","Beacon frame, SN=3052, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"493","17.715674607","e8:48:b8:da:df:46","Broadcast","802.11","452","-50dBm","5785MHz","6","Beacon frame, SN=3054, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"495","17.818073154","e8:48:b8:da:df:46","Broadcast","802.11","452","-49dBm","5785MHz","6","Beacon frame, SN=3056, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"497","17.920456049","e8:48:b8:da:df:46","Broadcast","802.11","452","-51dBm","5785MHz","6","Beacon frame, SN=3058, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"499","18.022865789","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=3060, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"501","18.125267162","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=3062, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"503","18.227685311","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=3064, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"505","18.330091823","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3066, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"507","18.432480946","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3068, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"513","18.535186289","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=3074, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"515","18.536017272","HonHaiPr_64:20:59","IPv4mcast_fb","802.11","146","-55dBm","5785MHz","6","Data, SN=3076, FN=0, Flags=.pm...F.C"
"516","18.536350507","HonHaiPr_64:20:59","IPv4mcast_fb","802.11","192","-54dBm","5785MHz","6","Data, SN=3077, FN=0, Flags=.pm...F.C"
"517","18.537106110","HonHaiPr_64:20:59","IPv4mcast_fb","802.11","483","-55dBm","5785MHz","6","Data, SN=3078, FN=0, Flags=.pm...F.C"
"518","18.537572659","HonHaiPr_64:20:59","IPv4mcast_fb","802.11","259","-55dBm","5785MHz","6","Data, SN=3079, FN=0, Flags=.p....F.C"
"519","18.637485313","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=3080, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"524","18.739716326","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=3084, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"526","18.740604900","8e:81:44:a0:eb:1c","IPv4mcast_fb","802.11","218","-55dBm","5785MHz","6","Data, SN=3086, FN=0, Flags=.pm...F.C"
"527","18.741016601","8e:81:44:a0:eb:1c","IPv6mcast_fb","802.11","238","-56dBm","5785MHz","6","Data, SN=3087, FN=0, Flags=.p....F.C"
"529","18.842629912","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3088, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"531","18.944506365","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3090, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"533","19.046894573","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3092, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"535","19.149303294","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3094, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"537","19.251711999","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3096, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
