"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"12479","3.707339006","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=764, FN=0, Flags=.p..R.F.C"
"12480","3.708004491","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=764, FN=0, Flags=.p..R.F.C"
"12481","3.708208452","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=765, FN=0, Flags=.p....F.C"
"12489","3.711023880","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=765, FN=0, Flags=.p..R.F.C"
"12531","3.723216286","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-56dBm","5785MHz","43.3333","QoS Data, SN=765, FN=0, Flags=.p..R.F.C"
"12546","3.727886455","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","5785MHz","21.6667","QoS Data, SN=765, FN=0, Flags=.p..R.F.C"
"12554","3.732813952","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=770, FN=0, Flags=.p..R.F.C"
"12562","3.734590987","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=778, FN=0, Flags=.p....F.C"
"12563","3.734592955","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=779, FN=0, Flags=.p....F.C"
"12565","3.736133415","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=781, FN=0, Flags=.p....F.C"
"12566","3.736136335","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=782, FN=0, Flags=.p....F.C"
"12573","3.736699433","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=789, FN=0, Flags=.p....F.C"
"12574","3.736701611","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=790, FN=0, Flags=.p....F.C"
"12585","3.739100077","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=789, FN=0, Flags=.p..R.F.C"
"12586","3.739147812","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=790, FN=0, Flags=.p..R.F.C"
"12593","3.739660829","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=797, FN=0, Flags=.p....F.C"
"12594","3.739662746","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=798, FN=0, Flags=.p....F.C"
"12601","3.741053644","e8:48:b8:da:df:46","Broadcast","802.11","452","-53dBm","5785MHz","6","Beacon frame, SN=3516, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
